2007/7/22, 84.92718941321237
2007/8/19, 106.39615904338446
2007/11/5, 120.75158341322746
2008/3/12, 125.61030294337462
2008/4/12, 135.16604135369568
2008/5/18, 132.80854854416577
2008/7/13, 145.5597997991953
2008/11/21, 155.18740516506
2009/1/17, 170.32181599945653
2009/4/19, 177.53802833913352
2009/8/3, 180.79257475446724
2009/11/3, 195.15826583224506
2010/3/10, 199.22259883593657
2010/7/23, 203.29206519359548
2010/9/17, 220.01524908090323
2010/10/26, 241.49191874202654
2010/11/9, 258.97868903198525
2010/12/28, 262.9865551420354
2011/2/2, 269.36731412351776
2011/2/27, 266.20773475658086
2011/4/3, 276.56042637034125
2011/5/12, 279.7662059229847
2011/5/29, 293.28361025764906
2011/8/15, 302.8727154687582
2011/10/25, 310.86791427298897
2011/12/14, 315.67016690949447
2012/3/4, 318.9067465859425
2012/5/7, 323.7192659303828
2012/5/27, 369.0146980002569
2012/7/9, 369.83988465051704
2012/9/7, 389.74318132063104
2012/12/11, 391.4012546521023
2013/1/9, 383.4779228034153
2013/2/6, 384.2928427457405
2013/3/10, 398.6149003147957
2013/5/27, 397.0825941555255
2013/7/5, 398.6996006552577
2013/9/6, 416.2223044229887
2013/10/15, 420.2224705020873
