1	29.09.2011 19:54
2	29.09.2011 21:00
3	30.09.2011 07:48
4	30.09.2011 10:21
5	30.09.2011 11:12
6	30.09.2011 23:09
7	01.10.2011 10:27
8	02.10.2011 15:25
9	04.10.2011 01:58
10	09.10.2011 00:22
11	09.10.2011 05:50
12	09.10.2011 16:14
13	09.10.2011 18:29
14	09.10.2011 23:18
15	10.10.2011 02:31
16	10.10.2011 02:59
17	10.10.2011 12:00
18	11.10.2011 05:19
19	12.10.2011 02:23
20	13.10.2011 05:42
21	14.10.2011 00:13
22	17.10.2011 17:11
23	17.10.2011 18:00
24	17.10.2011 18:47
25	17.10.2011 19:53
26	18.10.2011 01:12
27	18.10.2011 04:39
28	18.10.2011 19:45
29	19.10.2011 05:16
30	19.10.2011 13:15
31	19.10.2011 17:14
32	20.10.2011 07:25
33	20.10.2011 15:33
34	24.10.2011 16:16
35	24.10.2011 23:13
36	27.10.2011 17:44
37	27.10.2011 20:13
38	02.11.2011 13:46
39	16.11.2011 18:52
40	21.11.2011 02:26
41	25.11.2011 21:02
42	28.11.2011 16:25
43	30.11.2011 17:27
44	01.12.2011 07:34
45	01.12.2011 20:56
46	01.12.2011 21:17
47	02.12.2011 12:19
48	02.12.2011 12:24
49	02.12.2011 13:01
50	02.12.2011 13:14
51	02.12.2011 19:40
52	02.12.2011 22:55
53	03.12.2011 00:19
54	03.12.2011 00:46
55	03.12.2011 06:51
56	03.12.2011 10:32
57	03.12.2011 14:02
58	03.12.2011 15:57
59	03.12.2011 19:18
60	03.12.2011 20:32
61	03.12.2011 21:38
62	04.12.2011 14:55
63	04.12.2011 22:53
64	05.12.2011 05:30
65	05.12.2011 06:16
66	05.12.2011 16:43
67	05.12.2011 21:50
68	05.12.2011 23:39
69	06.12.2011 02:50
70	06.12.2011 04:30
71	06.12.2011 23:44
72	08.12.2011 05:41
73	08.12.2011 17:00
74	08.12.2011 17:09
75	09.12.2011 11:27
76	10.12.2011 01:40
77	13.12.2011 11:06
78	16.12.2011 03:09
79	19.12.2011 05:51
80	21.12.2011 17:54
81	29.12.2011 17:56
82	04.01.2012 17:26
83	16.01.2012 17:22
84	17.01.2012 10:30
85	17.01.2012 10:31
86	17.01.2012 18:27
87	23.01.2012 06:15
88	25.01.2012 21:35
89	27.01.2012 06:30
90	28.01.2012 03:57
91	28.01.2012 05:38
92	29.01.2012 00:52
93	01.02.2012 16:41
94	02.02.2012 19:15
95	07.02.2012 20:53
96	10.02.2012 14:06
97	13.02.2012 12:24
98	13.02.2012 20:12
99	13.02.2012 20:22
100	16.02.2012 20:23
101	19.02.2012 05:04
102	19.02.2012 19:03
103	20.02.2012 19:58
104	21.02.2012 00:23
105	21.02.2012 05:24
106	21.02.2012 05:32
107	21.02.2012 05:32
108	22.02.2012 19:09
109	22.02.2012 20:15
110	23.02.2012 02:54
111	25.02.2012 08:05
112	26.02.2012 16:57
113	26.02.2012 17:02
114	26.02.2012 17:04
115	05.03.2012 13:27
